file,line,kind,text,suggested_key
backend/routers/crm.py,511,message,تم تحويل الفرصة إلى عرض سعر,msg_تم_تحويل_الفرصة_إلى_عرض_سعر
backend/routers/crm.py,582,detail,الحملة غير موجودة,msg_الحملة_غير_موجودة
backend/routers/crm.py,625,message,تم إنشاء الحملة,msg_تم_إنشاء_الحملة
backend/routers/crm.py,646,message,تم تحديث الحملة,msg_تم_تحديث_الحملة
backend/routers/crm.py,658,message,تم حذف الحملة,msg_تم_حذف_الحملة
backend/routers/crm.py,676,detail,Campaign not found,msg_campaign_not_found
backend/routers/crm.py,680,detail,Campaign must be in draft or scheduled status to execute,msg_campaign_must_be_in_draft_or_scheduled_status_to_execute
backend/routers/crm.py,683,detail,Campaign must have a segment to execute,msg_campaign_must_have_a_segment_to_execute
backend/routers/crm.py,690,detail,Campaign already has recipients — it may have been executed already,msg_campaign_already_has_recipients_it_may_have_been_executed_already
backend/routers/crm.py,701,detail,No contacts found in the target segment,msg_no_contacts_found_in_the_target_segment
backend/routers/crm.py,747,message,Campaign executed successfully,msg_campaign_executed_successfully
backend/routers/crm.py,756,detail,Failed to execute campaign,msg_failed_to_execute_campaign
backend/routers/crm.py,810,detail,Webhook secret not configured,msg_webhook_secret_not_configured
backend/routers/crm.py,814,detail,Invalid signature,msg_invalid_signature
backend/routers/crm.py,869,detail,Tracking webhook failed,msg_tracking_webhook_failed
backend/routers/crm.py,889,detail,Lead/opportunity not found,msg_lead_opportunity_not_found
backend/routers/crm.py,897,detail,Lead already attributed to this campaign,msg_lead_already_attributed_to_this_campaign
backend/routers/crm.py,906,message,Lead attributed to campaign,msg_lead_attributed_to_campaign
backend/routers/crm.py,912,detail,Failed to attribute lead,msg_failed_to_attribute_lead
backend/routers/crm.py,1017,detail,المقالة غير موجودة,msg_المقالة_غير_موجودة
backend/routers/crm.py,1036,message,تم إنشاء المقالة,msg_تم_إنشاء_المقالة
backend/routers/crm.py,1057,message,تم تحديث المقالة,msg_تم_تحديث_المقالة
backend/routers/crm.py,1069,message,تم حذف المقالة,msg_تم_حذف_المقالة
backend/routers/crm.py,1120,message,تم إنشاء قاعدة التسجيل,msg_تم_إنشاء_قاعدة_التسجيل
backend/routers/crm.py,1153,message,تم الحذف,msg_تم_الحذف
backend/routers/crm.py,1303,message,تم إنشاء شريحة العملاء,msg_تم_إنشاء_شريحة_العملاء
backend/routers/crm.py,1356,message,تمت الإضافة,msg_تمت_الإضافة
backend/routers/crm.py,1375,message,تمت الإزالة,msg_تمت_الإزالة
backend/routers/crm.py,1476,message,تم إنشاء جهة الاتصال,msg_تم_إنشاء_جهة_الاتصال
backend/routers/external.py,138,message,احفظ المفتاح الآن — لن يظهر مرة أخرى,msg_احفظ_المفتاح_الآن_لن_يظهر_مرة_أخرى
backend/routers/external.py,155,message,تم إلغاء المفتاح,msg_تم_إلغاء_المفتاح
backend/routers/external.py,213,message,تم إنشاء الـ webhook,msg_تم_إنشاء_الـ_webhook
backend/routers/external.py,365,message,تم توليد مفتاح التوقيع الرقمي,msg_تم_توليد_مفتاح_التوقيع_الرقمي
backend/routers/services.py,236,message,تم حذف طلب الصيانة بنجاح,msg_تم_حذف_طلب_الصيانة_بنجاح
backend/routers/services.py,332,message,تم حذف التكلفة بنجاح,msg_تم_حذف_التكلفة_بنجاح
backend/routers/services.py,614,message,تم حذف المستند بنجاح,msg_تم_حذف_المستند_بنجاح
backend/utils/permissions.py,184,detail,تم تعطيل حسابك. يرجى التواصل مع المسؤول.,msg_تم_تعطيل_حسابك_يرجى_التواصل_مع_المسؤول
backend/utils/permissions.py,264,detail,Invalid branch ID,msg_invalid_branch_id
backend/utils/permissions.py,279,detail,يرجى تحديد الفرع (لديك صلاحية على فروع محددة فقط),msg_يرجى_تحديد_الفرع_لديك_صلاحية_على_فروع_محددة_فقط
backend/utils/permissions.py,291,detail,ليس لديك صلاحية للوصول إلى بيانات هذا الفرع,msg_ليس_لديك_صلاحية_للوصول_إلى_بيانات_هذا_الفرع
backend/utils/optimistic_lock.py,58,detail,السجل غير موجود,msg_السجل_غير_موجود
backend/services/sso_service.py,266,message,LDAP connection successful,msg_ldap_connection_successful
backend/services/sso_service.py,268,message,Invalid bind credentials,msg_invalid_bind_credentials
backend/services/sso_service.py,270,message,LDAP server unreachable,msg_ldap_server_unreachable
backend/services/sso_service.py,273,message,LDAP connection failed,msg_ldap_connection_failed
backend/services/gl_service.py,65,detail,يجب إضافة سطر واحد على الأقل في القيد,msg_يجب_إضافة_سطر_واحد_على_الأقل_في_القيد
backend/services/gl_service.py,81,detail,لا يمكن إنشاء قيد بمبالغ صفرية,msg_لا_يمكن_إنشاء_قيد_بمبالغ_صفرية
backend/services/gl_service.py,84,detail,القيود غير موزونة (المدين لا يساوي الدائن),msg_القيود_غير_موزونة_المدين_لا_يساوي_الدائن
backend/services/gl_service.py,110,detail,لا يمكن ترحيل قيود في فترة محاسبية مغلقة,msg_لا_يمكن_ترحيل_قيود_في_فترة_محاسبية_مغلقة
backend/services/gl_service.py,154,detail,سعر الصرف يجب أن يكون أكبر من صفر,msg_سعر_الصرف_يجب_أن_يكون_أكبر_من_صفر
backend/tests/test_37_notifications.py,35,message,هذا إشعار تجريبي من نظام الاختبار التلقائي,msg_هذا_إشعار_تجريبي_من_نظام_الاختبار_التلقائي
backend/tests/test_37_notifications.py,44,message,حساب الصندوق الرئيسي أصبح أقل من الحد الأدنى,msg_حساب_الصندوق_الرئيسي_أصبح_أقل_من_الحد_الأدنى
backend/routers/inventory/stock_movements.py,41,detail,لا يمكنك استلام بضاعة في مستودع خارج فروعك,msg_لا_يمكنك_استلام_بضاعة_في_مستودع_خارج_فروعك
backend/routers/inventory/stock_movements.py,135,detail,لا يمكنك صرف بضاعة من مستودع خارج فروعك,msg_لا_يمكنك_صرف_بضاعة_من_مستودع_خارج_فروعك
backend/routers/inventory/stock_movements.py,192,message,تم تسليم البضاعة بنجاح,msg_تم_تسليم_البضاعة_بنجاح
backend/routers/inventory/shipments.py,35,detail,لا يمكن الشحن لنفس المستودع,msg_لا_يمكن_الشحن_لنفس_المستودع
backend/routers/inventory/shipments.py,50,detail,لا يمكنك إنشاء شحنة بين مستودعات خارج فروعك,msg_لا_يمكنك_إنشاء_شحنة_بين_مستودعات_خارج_فروعك
backend/routers/inventory/shipments.py,126,message,تم إنشاء الشحنة بنجاح,msg_تم_إنشاء_الشحنة_بنجاح
backend/routers/inventory/shipments.py,258,detail,لا يمكنك عرض هذه الشحنة,msg_لا_يمكنك_عرض_هذه_الشحنة
backend/routers/inventory/shipments.py,300,detail,لا يمكن تأكيد هذه الشحنة,msg_لا_يمكن_تأكيد_هذه_الشحنة
backend/routers/inventory/shipments.py,307,detail,لا يمكنك تأكيد شحنة لمستودع خارج فروعك,msg_لا_يمكنك_تأكيد_شحنة_لمستودع_خارج_فروعك
backend/routers/inventory/shipments.py,451,message,تم تأكيد استلام الشحنة بنجاح,msg_تم_تأكيد_استلام_الشحنة_بنجاح
backend/routers/inventory/shipments.py,485,detail,لا يمكن إلغاء هذه الشحنة,msg_لا_يمكن_إلغاء_هذه_الشحنة
backend/routers/inventory/shipments.py,491,detail,لا يمكنك إلغاء هذه الشحنة,msg_لا_يمكنك_إلغاء_هذه_الشحنة
backend/routers/inventory/shipments.py,510,message,تم إلغاء الشحنة,msg_تم_إلغاء_الشحنة
backend/routers/inventory/products.py,36,detail,Product not found,msg_product_not_found
backend/routers/inventory/products.py,229,detail,كود المنتج موجود بالفعل,msg_كود_المنتج_موجود_بالفعل
backend/routers/inventory/products.py,365,detail,كود المنتج مستخدم بالفعل لمنتج آخر,msg_كود_المنتج_مستخدم_بالفعل_لمنتج_آخر
backend/routers/inventory/products.py,477,detail,لا يمكن حذف منتج له رصيد في المخزون,msg_لا_يمكن_حذف_منتج_له_رصيد_في_المخزون
backend/routers/inventory/products.py,489,detail,لا يمكن حذف منتج مستخدم في معاملات سابقة,msg_لا_يمكن_حذف_منتج_مستخدم_في_معاملات_سابقة
backend/routers/inventory/products.py,511,message,تم حذف المنتج بنجاح,msg_تم_حذف_المنتج_بنجاح
backend/routers/inventory/suppliers.py,115,detail,لا يمكنك الوصول لبيانات مورد خارج فروعك,msg_لا_يمكنك_الوصول_لبيانات_مورد_خارج_فروعك
backend/routers/inventory/suppliers.py,226,detail,لا يمكنك تعديل مورد خارج فروعك,msg_لا_يمكنك_تعديل_مورد_خارج_فروعك
backend/routers/inventory/suppliers.py,302,detail,لا يمكنك حذف مورد خارج فروعك,msg_لا_يمكنك_حذف_مورد_خارج_فروعك
backend/routers/inventory/suppliers.py,307,detail,لا يمكن حذف مورد له رصيد مستحق,msg_لا_يمكن_حذف_مورد_له_رصيد_مستحق
backend/routers/inventory/suppliers.py,319,detail,لا يمكن حذف مورد له معاملات سابقة,msg_لا_يمكن_حذف_مورد_له_معاملات_سابقة
backend/routers/inventory/suppliers.py,338,message,تم حذف المورد بنجاح,msg_تم_حذف_المورد_بنجاح
backend/routers/inventory/batches.py,282,detail,رقم الدفعة موجود بالفعل لهذا المنتج في هذا المستودع,msg_رقم_الدفعة_موجود_بالفعل_لهذا_المنتج_في_هذا_المستودع
backend/routers/inventory/batches.py,382,message,تم إنشاء الدفعة بنجاح,msg_تم_إنشاء_الدفعة_بنجاح
backend/routers/inventory/batches.py,429,message,تم تحديث الدفعة بنجاح,msg_تم_تحديث_الدفعة_بنجاح
backend/routers/inventory/batches.py,641,detail,الرقم التسلسلي موجود بالفعل لهذا المنتج,msg_الرقم_التسلسلي_موجود_بالفعل_لهذا_المنتج
backend/routers/inventory/batches.py,694,message,تم إنشاء الرقم التسلسلي بنجاح,msg_تم_إنشاء_الرقم_التسلسلي_بنجاح
backend/routers/inventory/batches.py,715,detail,الحد الأقصى 1000 رقم تسلسلي في المرة الواحدة,msg_الحد_الأقصى_1000_رقم_تسلسلي_في_المرة_الواحدة
backend/routers/inventory/batches.py,819,message,تم تحديث الرقم التسلسلي بنجاح,msg_تم_تحديث_الرقم_التسلسلي_بنجاح
backend/routers/inventory/batches.py,872,message,تم تحديث إعدادات التتبع بنجاح,msg_تم_تحديث_إعدادات_التتبع_بنجاح
backend/routers/inventory/batches.py,1031,message,تم إنشاء فحص الجودة بنجاح,msg_تم_إنشاء_فحص_الجودة_بنجاح
backend/routers/inventory/batches.py,1094,message,تم إكمال فحص الجودة بنجاح,msg_تم_إكمال_فحص_الجودة_بنجاح
backend/routers/inventory/batches.py,1265,message,تم إنشاء الجرد الدوري بنجاح,msg_تم_إنشاء_الجرد_الدوري_بنجاح
backend/routers/inventory/batches.py,1287,detail,لا يمكن بدء جرد ليس في حالة مسودة,msg_لا_يمكن_بدء_جرد_ليس_في_حالة_مسودة
backend/routers/inventory/batches.py,1294,message,تم بدء الجرد الدوري,msg_تم_بدء_الجرد_الدوري
backend/routers/inventory/batches.py,1466,message,تم إكمال الجرد الدوري بنجاح,msg_تم_إكمال_الجرد_الدوري_بنجاح
backend/routers/inventory/forecast.py,104,detail,Forecast not found,msg_forecast_not_found
backend/routers/inventory/warehouses.py,71,detail,كود المستودع موجود مسبقاً,msg_كود_المستودع_موجود_مسبقاً
backend/routers/inventory/warehouses.py,115,detail,لا يمكنك تعديل مستودع خارج فروعك,msg_لا_يمكنك_تعديل_مستودع_خارج_فروعك
backend/routers/inventory/warehouses.py,161,detail,لا يمكن حذف المستودع الافتراضي,msg_لا_يمكن_حذف_المستودع_الافتراضي
backend/routers/inventory/warehouses.py,167,detail,لا يمكنك حذف مستودع خارج فروعك,msg_لا_يمكنك_حذف_مستودع_خارج_فروعك
backend/routers/inventory/warehouses.py,174,detail,لا يمكن حذف مستودع به رصيد مخزون,msg_لا_يمكن_حذف_مستودع_به_رصيد_مخزون
backend/routers/inventory/warehouses.py,181,detail,لا يمكن حذف مستودع له حركات سابقة,msg_لا_يمكن_حذف_مستودع_له_حركات_سابقة
backend/routers/inventory/warehouses.py,194,message,تم حذف المستودع بنجاح,msg_تم_حذف_المستودع_بنجاح
backend/routers/inventory/warehouses.py,224,detail,لا يمكنك الوصول لمستودع خارج فروعك,msg_لا_يمكنك_الوصول_لمستودع_خارج_فروعك
backend/routers/inventory/transfers.py,40,detail,لا يمكن التحويل لنفس المستودع,msg_لا_يمكن_التحويل_لنفس_المستودع
backend/routers/inventory/transfers.py,49,detail,المستودع المصدر غير موجود,msg_المستودع_المصدر_غير_موجود
backend/routers/inventory/transfers.py,51,detail,المستودع الوجهة غير موجود,msg_المستودع_الوجهة_غير_موجود
backend/routers/inventory/transfers.py,59,detail,لا يمكنك التحويل بين مستودعات خارج فروعك,msg_لا_يمكنك_التحويل_بين_مستودعات_خارج_فروعك
backend/routers/inventory/transfers.py,216,message,تم التحويل بنجاح,msg_تم_التحويل_بنجاح
backend/routers/inventory/transfers.py,248,detail,لا يمكن النقل لنفس المستودع,msg_لا_يمكن_النقل_لنفس_المستودع
backend/routers/inventory/transfers.py,263,detail,لا يمكنك النقل بين مستودعات خارج فروعك,msg_لا_يمكنك_النقل_بين_مستودعات_خارج_فروعك
backend/routers/inventory/transfers.py,367,message,تم نقل المخزون بنجاح,msg_تم_نقل_المخزون_بنجاح
backend/routers/inventory/categories.py,79,detail,كود الفئة موجود مسبقاً,msg_كود_الفئة_موجود_مسبقاً
backend/routers/inventory/categories.py,186,message,top deleted,msg_top_deleted
backend/routers/inventory/price_lists.py,74,message,تم إنشاء القائمة بنجاح,msg_تم_إنشاء_القائمة_بنجاح
backend/routers/inventory/price_lists.py,116,message,تم تحديث القائمة بنجاح,msg_تم_تحديث_القائمة_بنجاح
backend/routers/inventory/price_lists.py,143,detail,لا يمكن حذف قائمة أسعار مستخدمة من قبل عملاء,msg_لا_يمكن_حذف_قائمة_أسعار_مستخدمة_من_قبل_عملاء
backend/routers/inventory/price_lists.py,165,message,تم حذف قائمة الأسعار بنجاح,msg_تم_حذف_قائمة_الأسعار_بنجاح
backend/routers/inventory/price_lists.py,222,message,تم تحديث الأسعار بنجاح,msg_تم_تحديث_الأسعار_بنجاح
backend/routers/inventory/adjustments.py,99,detail,لا يمكنك إجراء تسوية على مستودع خارج فروعك,msg_لا_يمكنك_إجراء_تسوية_على_مستودع_خارج_فروعك
backend/routers/inventory/adjustments.py,111,detail,الكمية الجديدة تطابق الكمية الحالية، لا يوجد تعديل,msg_الكمية_الجديدة_تطابق_الكمية_الحالية،_لا_يوجد_تعديل
backend/routers/inventory/adjustments.py,115,detail,لا يمكن تعيين كمية المخزون بقيمة سالبة,msg_لا_يمكن_تعيين_كمية_المخزون_بقيمة_سالبة
backend/routers/inventory/adjustments.py,264,message,تم حفظ تسوية الجرد بنجاح,msg_تم_حفظ_تسوية_الجرد_بنجاح
backend/routers/inventory/notifications.py,94,message,تم تحديد الإشعار كمقروء,msg_تم_تحديد_الإشعار_كمقروء
backend/routers/inventory/notifications.py,113,message,تم تحديد جميع الإشعارات كمقروءة,msg_تم_تحديد_جميع_الإشعارات_كمقروءة
backend/routers/inventory/advanced.py,130,message,Table not migrated yet,msg_table_not_migrated_yet
backend/routers/inventory/advanced.py,163,message,Variant created successfully,msg_variant_created_successfully
backend/routers/inventory/advanced.py,190,message,Variant updated successfully,msg_variant_updated_successfully
backend/routers/inventory/advanced.py,256,message,Bin location created successfully,msg_bin_location_created_successfully
backend/routers/inventory/advanced.py,283,message,Bin location updated successfully,msg_bin_location_updated_successfully
backend/routers/inventory/advanced.py,334,detail,Kit not found,msg_kit_not_found
backend/routers/inventory/advanced.py,349,detail,Table not migrated yet,msg_table_not_migrated_yet
backend/routers/inventory/advanced.py,378,message,Kit created successfully,msg_kit_created_successfully
backend/routers/inventory/advanced.py,405,message,Kit updated successfully,msg_kit_updated_successfully
backend/routers/manufacturing/routing.py,128,detail,فشل في إنشاء مسار التصنيع,msg_فشل_في_إنشاء_مسار_التصنيع
backend/routers/manufacturing/routing.py,208,detail,Routing not found,msg_routing_not_found
backend/routers/manufacturing/routing.py,292,detail,فشل في تحديث مسار التصنيع,msg_فشل_في_تحديث_مسار_التصنيع
backend/routers/manufacturing/core.py,83,detail,فشل في إنشاء مركز العمل,msg_فشل_في_إنشاء_مركز_العمل
backend/routers/manufacturing/core.py,103,detail,Work center not found,msg_work_center_not_found
backend/routers/manufacturing/core.py,115,detail,فشل في تحديث مركز العمل,msg_فشل_في_تحديث_مركز_العمل
backend/routers/manufacturing/core.py,227,detail,فشل في إنشاء المسار,msg_فشل_في_إنشاء_المسار
backend/routers/manufacturing/core.py,238,detail,Route not found,msg_route_not_found
backend/routers/manufacturing/core.py,274,detail,فشل في تحديث المسار,msg_فشل_في_تحديث_المسار
backend/routers/manufacturing/core.py,423,detail,فشل في إنشاء قائمة المواد,msg_فشل_في_إنشاء_قائمة_المواد
backend/routers/manufacturing/core.py,439,detail,BOM not found,msg_bom_not_found
backend/routers/manufacturing/core.py,527,detail,فشل في تحديث قائمة المواد,msg_فشل_في_تحديث_قائمة_المواد
backend/routers/manufacturing/core.py,972,detail,فشل في إنشاء أمر الإنتاج,msg_فشل_في_إنشاء_أمر_الإنتاج
backend/routers/manufacturing/core.py,997,detail,لا يمكن بدء الأمر في حالته الحالية,msg_لا_يمكن_بدء_الأمر_في_حالته_الحالية
backend/routers/manufacturing/core.py,1012,detail,المواد الخام غير كافية لبدء أمر الإنتاج,msg_المواد_الخام_غير_كافية_لبدء_أمر_الإنتاج
backend/routers/manufacturing/core.py,1165,detail,لا يمكن إكمال الأمر في حالته الحالية,msg_لا_يمكن_إكمال_الأمر_في_حالته_الحالية
backend/routers/manufacturing/core.py,1407,detail,لا يمكن إلغاء الأمر في حالته الحالية,msg_لا_يمكن_إلغاء_الأمر_في_حالته_الحالية
backend/routers/manufacturing/core.py,1434,detail,فشل في إلغاء أمر الإنتاج,msg_فشل_في_إلغاء_أمر_الإنتاج
backend/routers/manufacturing/core.py,1452,detail,Only draft orders can be deleted,msg_only_draft_orders_can_be_deleted
backend/routers/manufacturing/core.py,1462,message,Production order deleted successfully,msg_production_order_deleted_successfully
backend/routers/manufacturing/core.py,1468,detail,فشل في حذف أمر الإنتاج,msg_فشل_في_حذف_أمر_الإنتاج
backend/routers/manufacturing/core.py,1486,detail,Only draft orders can be updated,msg_only_draft_orders_can_be_updated
backend/routers/manufacturing/core.py,1503,detail,Update failed,msg_update_failed
backend/routers/manufacturing/core.py,1548,detail,فشل في تحديث أمر الإنتاج,msg_فشل_في_تحديث_أمر_الإنتاج
backend/routers/manufacturing/core.py,1565,detail,لا يمكن حذف مركز العمل لارتباطه بعمليات قائمة,msg_لا_يمكن_حذف_مركز_العمل_لارتباطه_بعمليات_قائمة
backend/routers/manufacturing/core.py,1574,message,Work center deleted successfully,msg_work_center_deleted_successfully
backend/routers/manufacturing/core.py,1580,detail,فشل في حذف مركز العمل,msg_فشل_في_حذف_مركز_العمل
backend/routers/manufacturing/core.py,1596,detail,لا يمكن حذف المسار لارتباطه بأوامر إنتاج نشطة,msg_لا_يمكن_حذف_المسار_لارتباطه_بأوامر_إنتاج_نشطة
backend/routers/manufacturing/core.py,1608,message,Route and its operations deleted successfully,msg_route_and_its_operations_deleted_successfully
backend/routers/manufacturing/core.py,1614,detail,فشل في حذف المسار,msg_فشل_في_حذف_المسار
backend/routers/manufacturing/core.py,1630,detail,لا يمكن حذف قائمة المواد لارتباطها بأوامر إنتاج نشطة,msg_لا_يمكن_حذف_قائمة_المواد_لارتباطها_بأوامر_إنتاج_نشطة
backend/routers/manufacturing/core.py,1643,message,BOM deleted successfully,msg_bom_deleted_successfully
backend/routers/manufacturing/core.py,1649,detail,فشل في حذف قائمة المواد,msg_فشل_في_حذف_قائمة_المواد
backend/routers/manufacturing/core.py,1662,detail,Operation not found,msg_operation_not_found
backend/routers/manufacturing/core.py,1671,detail,Operation already in progress,msg_operation_already_in_progress
backend/routers/manufacturing/core.py,1700,detail,Only in-progress operations can be paused,msg_only_in_progress_operations_can_be_paused
backend/routers/manufacturing/core.py,1799,detail,Order has no BOM assigned,msg_order_has_no_bom_assigned
backend/routers/manufacturing/core.py,1888,detail,فشل في حساب تخطيط الاحتياجات,msg_فشل_في_حساب_تخطيط_الاحتياجات
backend/routers/manufacturing/core.py,1984,detail,فشل في إنشاء المعدات,msg_فشل_في_إنشاء_المعدات
backend/routers/manufacturing/core.py,2003,detail,Equipment not found,msg_equipment_not_found
backend/routers/manufacturing/core.py,2018,detail,فشل في تحديث المعدات,msg_فشل_في_تحديث_المعدات
backend/routers/manufacturing/core.py,2030,detail,لا يمكن حذف المعدة لوجود سجلات صيانة مرتبطة,msg_لا_يمكن_حذف_المعدة_لوجود_سجلات_صيانة_مرتبطة
backend/routers/manufacturing/core.py,2044,detail,فشل في حذف المعدات,msg_فشل_في_حذف_المعدات
backend/routers/manufacturing/core.py,2124,detail,فشل في إنشاء سجل الصيانة,msg_فشل_في_إنشاء_سجل_الصيانة
backend/routers/manufacturing/core.py,2599,detail,BOM غير موجود,msg_bom_غير_موجود
backend/routers/manufacturing/core.py,2658,detail,فشل في حساب المواد,msg_فشل_في_حساب_المواد
backend/routers/manufacturing/core.py,2724,detail,فحص الجودة يُضاف فقط للأوامر قيد التنفيذ أو المؤكدة,msg_فحص_الجودة_يُضاف_فقط_للأوامر_قيد_التنفيذ_أو_المؤكدة
backend/routers/manufacturing/core.py,2750,detail,فشل في إنشاء فحص الجودة,msg_فشل_في_إنشاء_فحص_الجودة
backend/routers/manufacturing/core.py,2769,detail,النتيجة يجب أن تكون: pass / fail / warning,msg_النتيجة_يجب_أن_تكون_pass_fail_warning
backend/routers/manufacturing/core.py,2823,detail,فشل في تسجيل نتيجة الفحص,msg_فشل_في_تسجيل_نتيجة_الفحص
backend/routers/manufacturing/core.py,3193,message,تم إنشاء خطة الطاقة بنجاح,msg_تم_إنشاء_خطة_الطاقة_بنجاح
backend/routers/manufacturing/core.py,3222,message,تم تحديث خطة الطاقة بنجاح,msg_تم_تحديث_خطة_الطاقة_بنجاح
backend/routers/manufacturing/shopfloor.py,169,detail,Work order not found,msg_work_order_not_found
backend/routers/manufacturing/shopfloor.py,214,detail,يجب إكمال العملية السابقة أولاً,msg_يجب_إكمال_العملية_السابقة_أولاً
backend/routers/manufacturing/shopfloor.py,288,detail,Log entry not found,msg_log_entry_not_found
backend/routers/manufacturing/shopfloor.py,291,detail,لا يمكن إكمال العملية في حالتها الحالية,msg_لا_يمكن_إكمال_العملية_في_حالتها_الحالية
backend/routers/manufacturing/shopfloor.py,388,detail,لا يمكن إيقاف العملية في حالتها الحالية,msg_لا_يمكن_إيقاف_العملية_في_حالتها_الحالية
backend/routers/finance/treasury.py,42,detail,يجب تحديد الشركة أولاً,msg_يجب_تحديد_الشركة_أولاً
backend/routers/finance/treasury.py,135,detail,يوجد حساب خزينة بنفس الاسم بالفعل,msg_يوجد_حساب_خزينة_بنفس_الاسم_بالفعل
backend/routers/finance/treasury.py,143,detail,رقم الحساب البنكي مسجل بالفعل في حساب خزينة آخر,msg_رقم_الحساب_البنكي_مسجل_بالفعل_في_حساب_خزينة_آخر
backend/routers/finance/treasury.py,155,detail,حساب النقدية الرئيسي غير موجود في الدليل (1101),msg_حساب_النقدية_الرئيسي_غير_موجود_في_الدليل_1101
backend/routers/finance/treasury.py,316,detail,يوجد حساب خزينة آخر بنفس الاسم,msg_يوجد_حساب_خزينة_آخر_بنفس_الاسم
backend/routers/finance/treasury.py,381,message,تم تحديث حساب الخزينة بنجاح,msg_تم_تحديث_حساب_الخزينة_بنجاح
backend/routers/finance/treasury.py,409,detail,لا يمكن حذف حساب خزينة له رصيد,msg_لا_يمكن_حذف_حساب_خزينة_له_رصيد
backend/routers/finance/treasury.py,417,detail,لا يمكن حذف حساب خزينة له معاملات سابقة,msg_لا_يمكن_حذف_حساب_خزينة_له_معاملات_سابقة
backend/routers/finance/treasury.py,441,message,تم حذف حساب الخزينة بنجاح,msg_تم_حذف_حساب_الخزينة_بنجاح
backend/routers/finance/treasury.py,456,detail,Invalid transaction type,msg_invalid_transaction_type
backend/routers/finance/treasury.py,468,detail,حساب المصروفات غير موجود,msg_حساب_المصروفات_غير_موجود
backend/routers/finance/treasury.py,472,detail,يجب تحديد حساب المصروفات,msg_يجب_تحديد_حساب_المصروفات
backend/routers/finance/treasury.py,484,detail,الخزينة غير موجودة,msg_الخزينة_غير_موجودة
backend/routers/finance/treasury.py,573,message,تم تسجيل المصروف بنجاح,msg_تم_تسجيل_المصروف_بنجاح
backend/routers/finance/treasury.py,597,detail,لا يمكن التحويل من وإلى نفس الحساب,msg_لا_يمكن_التحويل_من_وإلى_نفس_الحساب
backend/routers/finance/treasury.py,600,detail,يجب تحديد حساب الخزينة المستلم,msg_يجب_تحديد_حساب_الخزينة_المستلم
backend/routers/finance/treasury.py,620,detail,حساب المصدر أو المستلم غير موجود,msg_حساب_المصدر_أو_المستلم_غير_موجود
backend/routers/finance/reconciliation.py,92,detail,يوجد بالفعل تسوية مسودة لهذا الحساب. يرجى إكمالها أو حذفها.,msg_يوجد_بالفعل_تسوية_مسودة_لهذا_الحساب_يرجى_إكمالها_أو_حذفها
backend/routers/finance/reconciliation.py,113,message,تم إنشاء التسوية بنجاح,msg_تم_إنشاء_التسوية_بنجاح
backend/routers/finance/reconciliation.py,188,detail,لا يمكن إضافة أسطر إلى تسوية معتمدة,msg_لا_يمكن_إضافة_أسطر_إلى_تسوية_معتمدة
backend/routers/finance/reconciliation.py,302,detail,لا يمكن الاستيراد في تسوية معتمدة,msg_لا_يمكن_الاستيراد_في_تسوية_معتمدة
backend/routers/finance/reconciliation.py,314,detail,يرجى تثبيت مكتبة openpyxl لدعم ملفات Excel,msg_يرجى_تثبيت_مكتبة_openpyxl_لدعم_ملفات_excel
backend/routers/finance/reconciliation.py,424,detail,خطأ في تحليل الملف,msg_خطأ_في_تحليل_الملف
backend/routers/finance/reconciliation.py,441,detail,لا توجد أسطر للاستيراد,msg_لا_توجد_أسطر_للاستيراد
backend/routers/finance/reconciliation.py,489,detail,لا يمكن المطابقة في تسوية معتمدة,msg_لا_يمكن_المطابقة_في_تسوية_معتمدة
backend/routers/finance/reconciliation.py,598,detail,لا يمكن حذف أسطر من تسوية معتمدة,msg_لا_يمكن_حذف_أسطر_من_تسوية_معتمدة
backend/routers/finance/reconciliation.py,616,message,تم حذف السطر بنجاح,msg_تم_حذف_السطر_بنجاح
backend/routers/finance/reconciliation.py,677,detail,الأسطر غير موجودة,msg_الأسطر_غير_موجودة
backend/routers/finance/reconciliation.py,680,detail,سطر الكشف البنكي مطابق بالفعل,msg_سطر_الكشف_البنكي_مطابق_بالفعل
backend/routers/finance/reconciliation.py,682,detail,القيد المحاسبي مطابق بالفعل في تسوية أخرى,msg_القيد_المحاسبي_مطابق_بالفعل_في_تسوية_أخرى
backend/routers/finance/reconciliation.py,704,detail,سطر الكشف البنكي لا يحتوي على مبلغ,msg_سطر_الكشف_البنكي_لا_يحتوي_على_مبلغ
backend/routers/finance/reconciliation.py,719,message,تمت المطابقة بنجاح,msg_تمت_المطابقة_بنجاح
backend/routers/finance/reconciliation.py,732,detail,لا يمكن إلغاء المطابقة في تسوية معتمدة,msg_لا_يمكن_إلغاء_المطابقة_في_تسوية_معتمدة
backend/routers/finance/reconciliation.py,742,detail,السطر غير مطابق أصلاً,msg_السطر_غير_مطابق_أصلاً
backend/routers/finance/reconciliation.py,757,message,تم إلغاء المطابقة بنجاح,msg_تم_إلغاء_المطابقة_بنجاح
backend/routers/finance/reconciliation.py,771,detail,لا يمكن حذف تسوية معتمدة. يمكن حذف التسويات في حالة المسودة فقط,msg_لا_يمكن_حذف_تسوية_معتمدة_يمكن_حذف_التسويات_في_حالة_المسودة_فقط
